ID;Location;Price;Property Type;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Elevator;Energy Performance Certificate
261.0;Quinta das Lágrimas / Quinta da Varzea, Coimbra;310.000;Apartment;3;2;115;126;2;1;Not available;Not available
262.0;Ramalde, Porto;195.000;Apartment;3;2;102;102;Not available;Not available;Not available;Not available
263.0;Castelo, Castelo Branco;120.000;Apartment;3;2;77;111;Not available;Not available;Not available;Not available
264.0;Centro de Saúde, Castelo Branco;Under Consultation;Apartment;4;2;80;85;Not available;Not available;Not available;Not available
265.0;Cascais e Estoril, Lisboa;840.750;Apartment;3;2;122;178;3;0;Elevator;Energy Performance Certificate
266.0;Cabanas Tavira, Tavira;210.000;Apartment;1;1;49;75;1;2;Not available;Not available
267.0;Ermesinde, Porto;357.000;Apartment;4;3;169;219;2;3;Elevator;Energy Performance Certificate
268.0;Vila Nova Caparica, Almada;225.000;Apartment;2;2;75;78;Not available;Not available;Not available;Not available
269.0;Perafita, Lavra e Santa Cruz do Bispo, Porto;135.000;Apartment;0;1;42;42;Not available;Not available;Not available;Not available
270.0;Almancil, Faro;565.000;Apartment;1;1;68;82;Not available;Not available;Not available;Not available
271.0;Benfica, Lisboa;325.000;Apartment;2;1;65;77;Not available;Not available;Not available;Not available
272.0;Faro (Sé e São Pedro), Faro;420.000;Apartment;5;2;161;186;Not available;Not available;Not available;Not available
273.0;Matosinhos e Leça da Palmeira, Porto;290.000;Apartment;1;1;52;73;1;2;Elevator;Not available
274.0;Olivais Sul, Lisboa;325.000;Apartment;3;2;82;82;Not available;Not available;Not available;Not available
275.0;Olhão Baixa, Olhão;455.000;Apartment;3;3;107;173;2;2;Elevator;Energy Performance Certificate
276.0;Polo Universitário, Porto;290.000;Apartment;2;2;77;77;1;2;Not available;Not available
277.0;Polo Universitário, Porto;335.000;Apartment;3;2;94;94;1;2;Not available;Not available
278.0;Polo Universitário, Porto;325.000;Apartment;3;2;87;87;1;2;Not available;Not available
279.0;Polo Universitário, Porto;280.000;Apartment;2;2;77;77;1;1;Not available;Not available
280.0;Polo Universitário, Porto;215.000;Apartment;1;1;53;53;1;1;Not available;Not available
281.0;Polo Universitário, Porto;205.000;Apartment;1;1;48;48;1;1;Not available;Not available
282.0;Polo Universitário, Porto;286.000;Apartment;1;1;89;89;Not available;Not available;Not available;Not available
283.0;Polo Universitário, Porto;252.000;Apartment;1;1;67;67;Not available;Not available;Not available;Not available
284.0;Polo Universitário, Porto;210.000;Apartment;1;1;48;48;Not available;Not available;Not available;Not available
285.0;Arcos de Valdevez (São Paio) e Giela, Viana do Castelo;175.000;Apartment;1;1;38;38;1;0;Not available;Not available
286.0;Matosinhos e Leça da Palmeira, Porto;465.000;Apartment;2;2;98;160;1;3;Not available;Not available
287.0;Matosinhos e Leça da Palmeira, Porto;270.000;Apartment;1;1;41;48;1;2;Elevator;Not available
288.0;Matosinhos e Leça da Palmeira, Porto;275.000;Apartment;1;1;49;52;1;6;Elevator;Not available
289.0;Matosinhos e Leça da Palmeira, Porto;270.000;Apartment;1;1;49;52;1;5;Elevator;Not available
290.0;Matosinhos e Leça da Palmeira, Porto;265.000;Apartment;1;1;49;52;1;4;Elevator;Not available
291.0;Matosinhos e Leça da Palmeira, Porto;290.000;Apartment;1;1;41;48;1;6;Elevator;Not available
292.0;Matosinhos e Leça da Palmeira, Porto;285.000;Apartment;1;1;41;48;1;5;Elevator;Not available
293.0;Albufeira e Olhos de Água, Faro;153.000;Apartment;0;1;36;46;Not available;Not available;Not available;Not available
294.0;Matosinhos e Leça da Palmeira, Porto;280.000;Apartment;1;1;41;48;1;4;Elevator;Not available
295.0;Matosinhos e Leça da Palmeira, Porto;275.000;Apartment;1;1;41;48;1;3;Elevator;Not available
296.0;Olhão Centro, Olhão;195.000;Apartment;2;1;59;74;Not available;Not available;Not available;Not available
297.0;Matosinhos e Leça da Palmeira, Porto;405.000;Apartment;2;2;89;92;1;6;Elevator;Not available
298.0;Matosinhos e Leça da Palmeira, Porto;395.000;Apartment;2;2;89;92;1;4;Elevator;Not available
299.0;Albufeira e Olhos de Água, Faro;210.000;Apartment;1;1;44;50;1;2;Elevator;Energy Performance Certificate
300.0;Benfica, Lisboa;350.000;Apartment;2;1;75;80;Not available;Not available;Not available;Not available
301.0;Matosinhos e Leça da Palmeira, Porto;390.000;Apartment;2;2;89;92;1;3;Elevator;Not available
302.0;Matosinhos e Leça da Palmeira, Porto;475.000;Apartment;2;2;95;110;1;3;Elevator;Not available
303.0;Matosinhos e Leça da Palmeira, Porto;445.000;Apartment;2;2;85;98;1;5;Elevator;Not available
304.0;Matosinhos e Leça da Palmeira, Porto;450.000;Apartment;2;2;85;98;1;6;Elevator;Not available
305.0;Matosinhos e Leça da Palmeira, Porto;440.000;Apartment;2;2;85;98;1;4;Elevator;Not available
306.0;Matosinhos e Leça da Palmeira, Porto;435.000;Apartment;2;2;85;98;1;3;Elevator;Not available
307.0;Nacional 1, Santa Maria da Feira;132.000;Apartment;2;1;76;76;1;3;Elevator;Energy Performance Certificate
308.0;Santa Maria Maior, Lisboa;469.500;Apartment;2;1;90;95;Not available;Not available;Not available;Not available
309.0;Matosinhos e Leça da Palmeira, Porto;430.000;Apartment;2;2;85;98;1;2;Elevator;Not available
310.0;Matosinhos e Leça da Palmeira, Porto;455.000;Apartment;2;2;89;104;1;4;Elevator;Not available
311.0;Matosinhos e Leça da Palmeira, Porto;450.000;Apartment;2;2;89;104;1;3;Elevator;Not available
312.0;Matosinhos e Leça da Palmeira, Porto;445.000;Apartment;2;2;89;104;1;2;Elevator;Not available
313.0;Matosinhos e Leça da Palmeira, Porto;580.000;Apartment;3;3;123;137;2;5;Elevator;Not available
314.0;Matosinhos e Leça da Palmeira, Porto;570.000;Apartment;3;3;123;137;2;3;Not available;Not available
315.0;Matosinhos e Leça da Palmeira, Porto;565.000;Apartment;3;3;123;137;2;2;Elevator;Not available
316.0;Rio Tinto - Forno, Gondomar;Under Consultation;Apartment;1;1;47;50;Not available;Not available;Not available;Not available
317.0;ERA Palmela Azeitao, Barreiro;149.000;Apartment;2;1;Not available;Not available;Not available;Not available;Not available;Not available
318.0;Lisboa, Amadora;139.000;Apartment;3;1;68;68;Not available;Not available;Not available;Not available
319.0;Santo António da Charneca, Setúbal;165.000;Apartment;3;1;84;97;Not available;Not available;Not available;Not available
320.0;S. Gens, Matosinhos;299.000;Apartment;2;2;88;204;1;0;Elevator;Energy Performance Certificate
321.0;Águas Santas, Porto;190.000;Apartment;3;2;119;136;1;3;Elevator;Energy Performance Certificate
322.0;São Cosme Zona 6, Gondomar;240.000;Apartment;2;1;Not available;Not available;Not available;Not available;Not available;Not available
323.0;Valongo, Porto;265.000;Apartment;3;3;151;282;2;4;Elevator;Energy Performance Certificate
324.0;São João da Madeira, Aveiro;Under Consultation;Apartment;1;1;48;62;0;0;Not available;Not available
325.0;Silvares, Pias, Nogueira e Alvarenga, Porto;115.000;Apartment;2;1;92;102;2;2;Not available;Not available
326.0;Moledo e Cristelo, Viana do Castelo;350.000;Apartment;3;2;131;131;Not available;Not available;Not available;Not available
327.0;Rio Tinto - Av. da Conduta, Gondomar;167.500;Apartment;2;1;85;98;1;0;Not available;Not available
328.0;Verderena / Avenida do Bocage, Barreiro;250.000;Apartment;3;1;72;72;Not available;Not available;Not available;Not available
329.0;Verderena / Estação dos Barcos, Barreiro;172.500;Apartment;3;1;76;84;Not available;Not available;Not available;Not available
330.0;Paranhos, Porto;270.000;Apartment;2;1;61;67;0;1;Not available;Not available
331.0;Meixomil, Porto;150.000;Apartment;2;2;79;88;1;2;Not available;Not available
332.0;Serra das Minas, Sintra;155.000;Apartment;2;1;71;79;Not available;Not available;Not available;Not available
333.0;Guarda, Guarda;Under Consultation;Apartment;3;2;104;121;1;0;Not available;Not available
334.0;Arroios, Lisboa;599.000;Apartment;4;2;145;145;1;6;Elevator;Energy Performance Certificate
335.0;Algueirão, Sintra;219.000;Apartment;3;2;72;75;Not available;Not available;Not available;Not available
336.0;Santa Clara e Castelo Viegas, Coimbra;150.000;Apartment;2;1;89;104;1;3;Not available;Not available
337.0;ERA Palmela Azeitao, Moita;125.000;Apartment;3;2;63;83;Not available;Not available;Not available;Not available
338.0;Pegões, Montijo;297.000;Apartment;3;2;136;150;1;2;Not available;Not available
339.0;Pragal, Almada;335.000;Apartment;4;2;108;121;Not available;Not available;Not available;Not available
340.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;89.000;Apartment;2;1;68;79;1;0;Not available;Not available
341.0;ERA Palmela Azeitao, Setúbal;150.000;Apartment;1;1;40;56;Not available;Not available;Not available;Not available
342.0;Campo de Ourique, Lisboa;955.000;Apartment;2;2;94;107;1;2;Elevator;Not available
343.0;ERA Palmela Azeitao, Setúbal;250.000;Apartment;3;2;99;94;Not available;Not available;Not available;Not available
344.0;Gandra, Porto;139.000;Apartment;2;1;80;80;1;2;Not available;Not available
345.0;Laranjeiro e Feijó, Setúbal;206.000;Apartment;3;2;85;91;Not available;Not available;Not available;Not available
346.0;Oliveira do Douro, Porto;130.000;Apartment;2;1;71;84;Not available;Not available;Not available;Not available
347.0;Espinho, Aveiro;279.000;Apartment;3;2;92;104;1;2;Elevator;Energy Performance Certificate
348.0;Nogueira, Fraião e Lamaçães, Braga;349.900;Apartment;3;3;129;143;2;2;Elevator;Not available
349.0;Campo de Ourique, Lisboa;399.000;Apartment;2;1;62;70;0;2;Not available;Not available
350.0;Pedroso e Seixezelo, Porto;167.500;Apartment;3;1;94;94;1;2;Not available;Not available
351.0;Nossa Senhora da Piedade, Santarém;220.000;Apartment;4;3;214;237;Not available;Not available;Not available;Not available
352.0;Nevogilde, Porto;560.000;Apartment;3;2;131;142;1;2;Not available;Not available
353.0;Marrazes e Barosa, Leiria;210.000;Duplex;4;4;110;198;2;2;Not available;Not available
354.0;Chainça, Abrantes;114.000;Apartment;3;2;120;163;Not available;Not available;Not available;Not available
355.0;Setúbal (São Sebastião), Setúbal;149.000;Apartment;2;1;53;64;Not available;Not available;Not available;Not available
356.0;Nogueira da Regedoura, Aveiro;228.000;Apartment;3;2;127;127;2;2;Elevator;Energy Performance Certificate
357.0;Fogueteiro, Seixal;167.500;Apartment;3;2;110;119;Not available;Not available;Not available;Not available
358.0;Alverca do Ribatejo e Sobralinho, Lisboa;159.000;Apartment;2;1;55;57;0;0;Not available;Not available
359.0;Pinhal Novo, Setúbal;140.000;Apartment;2;1;61;66;Not available;Not available;Not available;Not available
360.0;Matosinhos e Leça da Palmeira, Porto;285.000;Apartment;3;3;122;146;2;Not available;Not available;Not available
361.0;Antas, Porto;275.000;Apartment;0;1;38;38;1;10;Elevator;Energy Performance Certificate
362.0;Vila Praia de Âncora, Viana do Castelo;125.000;Apartment;1;1;46;46;1;3;Not available;Not available
363.0;Ao Tojal, Lisboa;320.000;Apartment;2;1;66;75;Not available;Not available;Not available;Not available
364.0;Lisboa, Lisboa;699.000;Duplex;3;3;127;127;Not available;Not available;Not available;Not available
365.0;Antas, Porto;275.000;Apartment;0;1;38;Not available;Not available;Not available;Not available;Not available
366.0;Moscavide, Loures;259.000;Apartment;2;1;52;52;Not available;Not available;Not available;Not available
367.0;São Vicente, Lisboa;549.000;Apartment;4;2;125;125;0;1;Not available;Not available
368.0;Portimão, Faro;220.000;Apartment;2;1;60;74;1;1;Not available;Not available
369.0;Portimão, Faro;225.000;Apartment;3;2;91;112;Not available;Not available;Not available;Not available
370.0;Dafundo, Oeiras;249.000;Apartment;2;1;59;65;Not available;Not available;Not available;Not available
371.0;Olivais, Lisboa;580.000;Apartments;2-3;2-3;96-183;104-206;1-2;1-7;Not available;Not available
372.0;Santo António dos Cavaleiros e Frielas, Lisboa;295.000;Apartments;2;2;89-99;99-136;1-2;3;Elevator;Not available
373.0;Santa Maria Maior, Vila Real;175.000;Apartment;2;2;103;111;1;2;Elevator;Energy Performance Certificate
374.0;Selho (São Cristóvão), Braga;Under Consultation;Apartment;3;2;92;107;1;2;Not available;Not available
375.0;Jardins de Benfica, Lisboa;600.000;Apartment;2;2;Not available;Not available;Not available;Not available;Not available;Not available
376.0;Belém, Lisboa;595.000;Apartment;2;2;85;100;1;1;Elevator;Energy Performance Certificate
377.0;Chafé, Viana do Castelo;142.500;Apartment;1;1;44;44;1;1;Not available;Not available
378.0;Chafé, Viana do Castelo;140.000;Apartment;1;1;43;43;1;1;Not available;Not available
379.0;Samora Correia, Santarém;139.000;Apartment;2;1;75;75;Not available;Not available;Not available;Not available
380.0;Setúbal (São Sebastião), Setúbal;195.000;Apartment;4;2;90;105;Not available;Not available;Not available;Not available
381.0;Ferreiros, Prozelo e Besteiros, Braga;147.000;Apartments;1-3;1-3;53-124;53-197;1;4;Elevator;Not available
382.0;Lousã, Lousã;249.000;Apartment;3;3;110;245;2;2;Not available;Not available
383.0;Corroios, Setúbal;298.000;Apartment;4;2;130;140;Not available;Not available;Not available;Not available
384.0;Torres da Bela Vista, Loures;215.000;Apartment;3;2;95;95;Not available;Not available;Not available;Not available
385.0;Olhão, Faro;180.000;Apartment;2;1;66;69;Not available;Not available;Not available;Not available
386.0;Esposende, Marinhas e Gandra, Braga;132.500;Apartments, Houses, Stores;3-4;2-4;129-1610;129-638;1-6;Not available;Not available;Not available
387.0;Areeiro, Lisboa;450.000;Apartment;3;1;100;100;Not available;Not available;Not available;Not available
388.0;Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro;270.000;Apartment;3;3;125;165;1;4;Elevator;Energy Performance Certificate
389.0;Benfica, Lisboa;435.000;Apartment;2;2;86;102;1;3;Elevator;Energy Performance Certificate
390.0;Carvalhido, Porto;185.000;Apartment;2;1;83;Not available;Not available;Not available;Not available;Not available
391.0;Vilamoura, Loulé;1.295.000;Apartment;3;2;115;180;1;Not available;Not available;Not available
392.0;Odivelas, Odivelas;240.000;Apartment;2;1;95;95;Not available;Not available;Not available;Not available
393.0;Gouveia, Guarda;72.500;Apartment;3;2;78;94;Not available;Not available;Not available;Not available
394.0;Pedrouços, Lisboa;1.290.000;Duplex;4;3;202;262;4;3;Elevator;Energy Performance Certificate
395.0;Centro, Olhão;189.500;Apartment;2;1;65;88;Not available;Not available;Not available;Not available
396.0;Carregado e Cadafais, Lisboa;164.300;Apartment;2;2;70;85;Not available;Not available;Not available;Not available
397.0;Albufeira e Olhos de Água, Faro;550.000;Apartment;1;2;78;88;1;3;Elevator;Energy Performance Certificate
398.0;Moncarapacho e Fuseta, Faro;165.000;Apartment;1;1;64;64;1;0;Not available;Not available
399.0;Parque das Nações - Expo Sul, Lisboa;899.900;Apartment;4;3;199;199;3;2;Elevator;Energy Performance Certificate
400.0;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;585.000;Apartment;3;2;Not available;Not available;Not available;Not available;Not available;Not available
401.0;Ferreiras, Faro;170.000;Apartment;2;1;51;64;Not available;Not available;Not available;Not available
402.0;Belas, Sintra;185.000;Apartment;2;1;66;78;Not available;Not available;Not available;Not available
403.0;SJM 3, São João da Madeira;153.000;Apartment;2;2;87;93;1;0;Elevator;Energy Performance Certificate
404.0;Lejana, Faro;350.000;Apartment;2;2;80;94;Not available;Not available;Not available;Not available
405.0;Marco, Porto;134.500;Apartment;3;2;109;109;Not available;Not available;Not available;Not available
406.0;Lumiar, Lisboa;365.000;Apartment;2;1;78;90;1;3;Elevator;Energy Performance Certificate
407.0;Almada, Almada;215.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
408.0;Mealhada, Ventosa do Bairro e Antes, Aveiro;187.500;Apartment;4;2;107;126;Not available;Not available;Not available;Not available
409.0;Vila Nova Caparica, Almada;300.000;Apartment;3;2;152;94;Not available;Not available;Not available;Not available
