;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
482;St.º António da Caparica, Almada;449.900;4.0;2.0;112.0;148.0;0.0;;Not available;True;False;True;False;False;46.3
483;São Domingos de Rana, Lisboa;590.000;3.0;2.0;100.0;161.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8
484;Vila Chã, Vila do Conde;269.000;3.0;2.0;97.0;97.0;1.0;3.0;Not available;True;False;False;False;False;45.7
485;São Félix da Marinha III, Vila Nova de Gaia;233.000;3.0;3.0;125.0;125.0;2.0;0.0;Not available;True;False;True;True;False;46.8
487;Vilar de Andorinho, Vila Nova de Gaia;155.000;2.0;1.0;92.0;100.0;0.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8
488;Caparica e Trafaria, Setúbal;199.000;2.0;1.0;75.0;77.0;1.0;1.0;Not available;True;False;True;True;False;46.6
489;Bairro Norton de Matos, Coimbra;310.000;3.0;2.0;97.0;119.0;0.0;;Not available;True;False;False;True;False;48.3
490;Monte, Murtosa;157.000;2.0;1.0;93.0;113.0;1.0;2.0;Not available;True;False;False;False;False;46.8
491;Cacém e São Marcos, Lisboa;165.000;2.0;1.0;66.0;73.0;0.0;;Not available;True;True;True;True;False;44.8
492;Lordelo do Ouro, Porto;525.000;5.0;3.0;166.0;197.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
493;Braga (Maximinos, Sé e Cividade), Braga;190.000;3.0;2.0;124.0;124.0;1.0;2.0;Not available;True;False;False;True;False;44.4
494;Quarteira, Faro;360.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.7
495;Campanhã, Porto;187.000;3.0;2.0;92.0;96.0;0.0;3.0;Not available;True;False;True;True;True;47.0
496;Lagoa e Carvoeiro, Faro;235.000;2.0;1.0;71.0;100.0;0.0;;Not available;True;False;False;False;True;45.7
497;Ajuda, Lisboa;199.000;1.0;1.0;50.0;55.0;0.0;1.0;Not available;True;True;True;True;False;44.8
498;São Cosme Zona 3, Gondomar;Under Consultation;2.0;1.0;85.0;94.0;1.0;1.0;Energy Performance Certificate;False;False;True;False;False;47.1
499;Paços de Ferreira, Porto;Under Consultation;2.0;1.0;76.0;76.0;1.0;2.0;Not available;True;False;True;True;True;47.0
500;Av. Fernão Magalhães, Coimbra;257.500;1.0;1.0;50.0;68.0;1.0;9.0;Energy Performance Certificate;False;False;False;True;False;48.3
501;Rio Tinto - Cidade Jovem, Gondomar;260.000;2.0;2.0;108.0;108.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47.1
502;Gulpilhares e Valadares, Porto;185.000;2.0;2.0;94.0;108.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0
503;Estrada Monumental, Funchal;595.000;2.0;2.0;64.0;94.0;2.0;9.0;Energy Performance Certificate;False;False;False;True;False;48.0
504;Oliveira do Douro, Porto;198.000;2.0;2.0;97.0;116.0;1.0;6.0;Energy Performance Certificate;False;False;True;True;True;47.0
505;Cidade da Maia, Porto;269.000;3.0;2.0;101.0;106.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;45.5
506;S.Cosme, Gondomar;Under Consultation;1.0;1.0;46.0;46.0;0.0;0.0;Not available;True;False;True;False;False;47.1
507;Linda-a-velha, Oeiras;255.000;2.0;1.0;70.0;77.0;0.0;;Not available;True;False;False;False;False;46.5
508;Lourinhã e Atalaia, Lisboa;173.000;1.0;1.0;51.0;57.0;1.0;;Not available;True;True;True;True;False;47.1
509;Massamá, Sintra;190.000;2.0;1.0;74.0;82.0;0.0;;Not available;True;False;False;False;False;43.7
510;Gualtar, Braga;209.000;3.0;2.0;108.0;135.0;1.0;3.0;Not available;True;False;False;True;False;44.4
512;Torno, Porto;123.500;2.0;1.0;102.0;117.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
513;Cacilhas, Almada;185.000;2.0;1.0;69.0;72.0;0.0;;Not available;True;False;True;False;False;46.3
514;Cacém e São Marcos, Lisboa;198.000;2.0;1.0;83.0;90.0;0.0;;Not available;True;True;True;True;False;44.8
515;Cova da Piedade, Almada;329.000;2.0;2.0;94.0;122.0;1.0;2.0;Energy Performance Certificate;False;False;True;False;False;46.3
516;Samora Correia, Santarém;155.000;3.0;2.0;121.0;121.0;0.0;;Not available;True;False;False;False;False;48.3
517;Alhandra, Vila Franca de Xira;125.000;2.0;1.0;45.0;64.0;0.0;;Not available;True;False;False;False;False;44.1
518;Matosinhos e Leça da Palmeira, Porto;135.000;3.0;1.0;80.0;145.0;0.0;;Not available;True;False;True;True;True;47.5
519;Ramalde, Porto;Under Consultation;1.0;1.0;70.0;70.0;1.0;0.0;Energy Performance Certificate;False;False;True;True;True;47.0
520;Mafamude e Vilar do Paraíso, Porto;275.000;2.0;2.0;117.0;134.0;1.0;5.0;Not available;False;False;True;True;True;47.0
521;Mafamude e Vilar do Paraíso, Porto;270.000;2.0;2.0;117.0;134.0;1.0;4.0;Not available;False;False;True;True;True;47.0
522;Mafamude e Vilar do Paraíso, Porto;190.000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0
523;Mafamude e Vilar do Paraíso, Porto;265.000;2.0;2.0;104.0;120.0;1.0;4.0;Not available;False;False;True;True;True;47.0
524;Mafamude e Vilar do Paraíso, Porto;270.000;2.0;2.0;117.0;137.0;1.0;3.0;Not available;False;False;True;True;True;47.0
525;Mafamude e Vilar do Paraíso, Porto;180.000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0
526;Mafamude e Vilar do Paraíso, Porto;265.000;2.0;2.0;117.0;133.0;1.0;2.0;Not available;False;False;True;True;True;47.0
527;Mafamude e Vilar do Paraíso, Porto;175.000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0
528;Mafamude e Vilar do Paraíso, Porto;210.000;2.0;2.0;104.0;104.0;0.0;;Not available;True;False;True;True;True;47.0
529;Mafamude e Vilar do Paraíso, Porto;250.000;2.0;2.0;117.0;135.0;1.0;1.0;Not available;False;False;True;True;True;47.0
530;Mafamude e Vilar do Paraíso, Porto;170.000;1.0;2.0;86.0;86.0;0.0;;Not available;True;False;True;True;True;47.0
531;Mafamude e Vilar do Paraíso, Porto;200.000;2.0;2.0;104.0;122.0;0.0;;Not available;True;False;True;True;True;47.0
532;Mafamude e Vilar do Paraíso, Porto;160.000;1.0;2.0;67.0;67.0;0.0;;Not available;True;False;True;True;True;47.0
533;Mafamude e Vilar do Paraíso, Porto;195.000;2.0;2.0;104.0;122.0;1.0;0.0;Not available;False;False;True;True;True;47.0
534;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;490.000;3.0;2.0;103.0;113.0;0.0;;Not available;True;True;True;True;False;44.8
535;Selho (São Jorge), Braga;216.000;3.0;3.0;140.0;154.0;2.0;4.0;Not available;True;False;False;True;False;44.4
536;Graça, Lisboa;350.000;2.0;1.0;61.0;71.0;0.0;;Not available;True;True;True;True;False;44.8
537;Chiado, Lisboa;895.000;3.0;4.0;147.0;163.0;0.0;;Not available;True;True;True;True;False;44.8
538;Praça Rainha D. Amélia, Porto;165.000;1.0;1.0;40.0;43.0;0.0;;Not available;True;False;True;True;True;47.0
539;Montijo e Afonsoeiro, Setúbal;197.500;3.0;2.0;78.0;95.0;0.0;;Not available;True;False;True;True;False;42.6
540;Avenidas Novas, Lisboa;335.000;0.0;1.0;47.0;64.0;1.0;4.0;Energy Performance Certificate;False;True;True;True;False;44.8
541;Castelo Branco, Castelo Branco;137.000;4.0;2.0;148.0;195.0;0.0;;Not available;True;False;False;False;False;50.5
542;Moncarapacho e Fuseta, Faro;165.000;1.0;1.0;64.0;64.0;1.0;1.0;Not available;True;False;False;False;True;45.7
543;São Domingos de Benfica, Lisboa;375.000;1.0;1.0;62.0;62.0;1.0;2.0;Not available;True;True;True;True;False;44.8
544;Vila do Conde, Porto;950.000;4.0;3.0;181.0;190.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0
545;Penha de França, Lisboa;350.000;3.0;1.0;;;0.0;;Not available;True;True;True;True;False;44.8
546;Lavradio, Barreiro;115.000;2.0;1.0;52.0;61.0;0.0;;Not available;True;False;False;False;False;47.0
547;Lumiar, Lisboa;299.000;1.0;1.0;66.0;66.0;1.0;0.0;Energy Performance Certificate;False;True;True;True;False;44.8
548;Estrada Monumental, Funchal;580.000;2.0;2.0;64.0;94.0;2.0;10.0;Energy Performance Certificate;False;False;False;True;False;48.0
549;ERA Palmela Azeitao, Seixal;170.000;2.0;1.0;79.0;87.0;0.0;;Not available;True;False;False;False;False;45.3
550;Santa Marta do Pinhal, Seixal;182.000;2.0;1.0;77.0;77.0;0.0;;Not available;True;False;False;False;False;44.9
551;ERA Palmela Azeitao, Barreiro;225.000;3.0;2.0;111.0;125.0;0.0;;Not available;True;False;False;False;False;47.0
552;Massarelos, Porto;1.850.000;3.0;3.0;268.0;345.0;4.0;5.0;Not available;True;False;True;True;True;47.0
553;ERA Palmela Azeitao, Moita;120.000;1.0;1.0;51.0;61.0;0.0;;Not available;True;False;False;False;False;45.0
554;Vale Churido, Bragança;139.000;3.0;2.0;;;0.0;;Not available;True;False;False;True;False;44.4
555;Loures, Loures;240.000;2.0;1.0;63.0;63.0;0.0;;Not available;True;False;False;False;False;44.6
556;Lamego (Almacave e Sé), Viseu;Under Consultation;3.0;2.0;101.0;111.0;1.0;2.0;Not available;True;False;False;False;False;51.5
557;Marvila, Lisboa;255.000;2.0;1.0;77.0;77.0;0.0;;Not available;True;True;True;True;False;44.8
558;Santa Clara, Coimbra;168.000;2.0;1.0;90.0;98.0;1.0;;Not available;True;False;False;True;False;48.3
559;Rio Tinto, Porto;180.000;2.0;2.0;81.0;98.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
560;Vendas Novas, Évora;165.000;3.0;2.0;110.0;110.0;0.0;;Not available;True;False;False;False;False;46.9
561;Loulé (São Sebastião), Faro;265.000;2.0;1.0;60.0;79.0;0.0;0.0;Not available;True;False;False;False;True;45.7
562;Loulé (São Sebastião), Faro;265.000;2.0;1.0;59.0;74.0;0.0;1.0;Not available;True;False;False;False;True;45.7
563;Loulé, Loulé;270.000;2.0;1.0;61.0;78.0;0.0;1.0;Not available;True;False;False;False;False;46.9
564;Marinha Grande, Leiria;155.000;3.0;2.0;100.0;108.0;1.0;2.0;Not available;True;False;False;False;False;46.4
565;Canidelo, Porto;625.000;2.0;2.0;92.0;105.0;2.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
566;Castelo Branco, Castelo Branco;215.000;3.0;3.0;110.0;138.0;3.0;1.0;Not available;True;False;False;False;False;50.5
567;Vila Nova de Paiva, Vila Nova de Paiva;99.000;3.0;2.0;96.0;109.0;1.0;1.0;Not available;True;False;False;False;False;53.7
568;Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;237.500;4.0;2.0;99.0;128.0;1.0;2.0;Not available;False;False;False;True;False;48.3
569;Granja Park, Castelo Branco;227.000;3.0;2.0;117.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;50.5
570;Ajuda, Funchal;480.000;3.0;2.0;113.0;134.0;3.0;4.0;Energy Performance Certificate;False;False;False;True;False;48.0
571;Santa Marinha e São Pedro da Afurada, Porto;200.000;1.0;2.0;59.0;69.0;1.0;1.0;Not available;True;False;True;True;True;47.0
572;Entroncamento, Entroncamento;156.000;3.0;2.0;108.0;108.0;1.0;;Not available;True;False;False;False;False;45.5
574;Guarda, Guarda;82.380;4.0;2.0;80.0;90.0;0.0;;Not available;True;False;False;False;False;49.6
575;Pampilhosa, Mealhada;120.000;2.0;1.0;92.0;101.0;0.0;;Not available;True;False;False;False;False;49.3
576;Campolide, Lisboa;420.000;2.0;1.0;62.0;62.0;0.0;8.0;Energy Performance Certificate;False;True;True;True;False;44.8
577;Custóias, Matosinhos;178.000;2.0;1.0;68.0;83.0;1.0;0.0;Not available;True;False;True;False;False;47.5
578;Campo de Ourique, Lisboa;349.500;1.0;1.0;54.0;61.0;0.0;;Not available;True;True;True;True;False;44.8
579;Alto Sto Amaro, Lisboa;250.000;1.0;1.0;27.0;37.0;0.0;0.0;Energy Performance Certificate;False;True;True;True;False;44.8
580;Alhos Vedros, Setúbal;95.000;1.0;1.0;;;0.0;;Not available;True;False;True;True;False;46.6
581;Vila Praia de Âncora, Viana do Castelo;280.000;4.0;3.0;155.0;161.0;2.0;;Not available;True;False;False;False;True;48.8
582;Paços de Ferreira, Porto;270.000;3.0;3.0;130.0;143.0;2.0;0.0;Energy Performance Certificate;False;False;True;True;True;47.0
583;Ponta Delgada (São Pedro), Ilha de São Miguel;445.000;3.0;2.0;197.0;197.0;2.0;3.0;Not available;False;False;False;False;False;42.2
584;Corroios, Setúbal;170.000;3.0;1.0;93.0;93.0;0.0;;Not available;True;False;True;True;False;46.6
585;Santa Marinha e Afurada, Vila Nova de Gaia;1.250.000;3.0;4.0;181.0;223.0;3.0;10.0;Not available;True;False;True;True;False;46.8
586;Vilamoura, Loulé;350.000;1.0;1.0;62.0;62.0;0.0;3.0;Not available;True;False;False;False;False;46.9
587;Santa Marinha e Afurada, Vila Nova de Gaia;650.000;3.0;3.0;128.0;156.0;2.0;6.0;Not available;True;False;True;True;False;46.8
588;São Marcos, Sintra;189.900;2.0;1.0;76.0;82.0;0.0;;Not available;True;False;False;False;False;43.7
589;Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;460.000;2.0;3.0;;;0.0;;Not available;True;False;True;True;True;47.0
590;Barcarena, Lisboa;189.000;2.0;2.0;75.0;81.0;0.0;;Not available;True;True;True;True;False;44.8
591;Barcouço, Mealhada;129.500;2.0;1.0;105.0;128.0;1.0;1.0;Not available;True;False;False;False;False;49.3
592;Rua do Brasil / Quinta D. João, Coimbra;220.000;2.0;1.0;82.0;90.0;0.0;;Not available;True;False;False;True;False;48.3
593;Canidelo, Vila Nova de Gaia;600.000;2.0;2.0;92.0;105.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8
594;Praia Leça da Palmeira, Matosinhos;650.000;3.0;2.0;134.0;201.0;3.0;5.0;Not available;False;False;True;False;False;47.5
595;Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;116.0;127.0;0.0;;Not available;True;False;False;False;False;53.4
596;Aguada de Cima, Águeda;148.000;2.0;1.0;88.0;88.0;2.0;1.0;Not available;True;False;False;False;False;49.1
597;Centro de Carnaxide, Oeiras;Under Consultation;3.0;2.0;87.0;97.0;0.0;;Not available;True;False;False;False;False;46.5
598;Laranjeiro, Almada;145.500;1.0;1.0;45.0;50.0;0.0;;Not available;True;False;True;False;False;46.3
599;Águas Santas, Porto;195.000;2.0;2.0;106.0;128.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0
600;Parque das Nações, Lisboa;1.150.000;3.0;3.0;149.0;149.0;2.0;9.0;Not available;False;True;True;True;False;44.8
601;Cidade da Maia, Porto;180.000;2.0;1.0;82.0;82.0;0.0;;Not available;True;False;True;True;True;45.5
602;Santa Marinha, Vila Nova de Gaia;130.000;1.0;1.0;45.0;48.0;0.0;;Not available;True;False;True;True;False;46.8
603;Arroja, Odivelas;195.000;2.0;1.0;75.0;75.0;0.0;;Not available;True;False;False;False;False;43.7
604;Alfena, Porto;172.500;3.0;2.0;112.0;125.0;1.0;0.0;Not available;True;False;True;True;True;47.0
605;Peniche, Peniche;162.500;2.0;1.0;82.0;82.0;1.0;1.0;Not available;True;False;False;False;True;47.9
606;Alcabideche, Lisboa;480.000;3.0;2.0;80.0;86.0;1.0;0.0;Not available;True;True;True;True;False;44.8
607;Albufeira e Olhos de Água, Faro;159.500;1.0;1.0;57.0;65.0;0.0;;Not available;True;False;False;False;True;44.4
608;Almancil Centro, Loulé;290.000;2.0;2.0;157.0;176.0;1.0;3.0;Not available;False;False;False;False;False;46.9
609;Bonfim, Porto;165.000;2.0;1.0;86.0;196.0;0.0;;Not available;True;False;True;True;True;47.0
610;Massamá 2ª Fase, Sintra;219.900;2.0;1.0;83.0;96.0;0.0;;Not available;True;False;False;False;False;43.7
611;Arcos de Valdevez (Salvador), Vila Fonche e Parada, Viana do Castelo;207.000;3.0;2.0;192.0;152.0;1.0;;Not available;True;False;False;False;True;55.4
612;Covilhã, Covilhã;175.000;3.0;2.0;96.0;100.0;0.0;;Not available;True;False;False;False;False;52.0
613;Faro (Sé e São Pedro), Faro;240.000;2.0;1.0;66.0;79.0;1.0;3.0;Not available;True;False;False;False;True;45.7
614;Consolação, Peniche;198.000;2.0;1.0;63.0;96.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;47.9
615;Espinho I, Espinho;195.000;1.0;1.0;57.0;57.0;1.0;1.0;Not available;False;False;False;False;False;51.1
616;Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;219.000;2.0;1.0;92.0;92.0;0.0;;Not available;True;True;True;True;False;44.8
617;São Martinho, Ilha da Madeira;525.000;3.0;2.0;108.0;156.0;2.0;4.0;Not available;True;False;False;False;False;
618;Estrela, Lisboa;435.000;2.0;1.0;76.0;76.0;0.0;;Not available;True;True;True;True;False;44.8
619;Oliveira do Douro, Porto;184.500;3.0;2.0;99.0;112.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0
620;Quinta da Cabrinha, Seixal;259.500;3.0;2.0;99.0;115.0;0.0;;Not available;True;False;False;False;False;44.9
621;C2 - Quinta dos Bispos, Vila Nova de Gaia;170.000;2.0;2.0;94.0;100.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;False;46.8
622;Lisboa, Lisboa;595.000;3.0;2.0;126.0;126.0;1.0;6.0;Energy Performance Certificate;False;True;True;True;False;44.8
623;Armação de Pêra, Silves;235.000;2.0;2.0;71.0;90.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;True;47.1
624;Póvoa de Santa Iria e Forte da Casa, Lisboa;183.000;2.0;1.0;50.0;55.0;0.0;1.0;Not available;True;True;True;True;False;44.8
625;Bemposta, Portimão;210.000;1.0;1.0;60.0;71.0;0.0;;Not available;True;False;False;False;True;45.5
626;Sesimbra (Castelo), Setúbal;308.000;3.0;2.0;115.0;146.0;0.0;;Not available;True;False;True;True;True;44.8
627;Pinheiro Manso, Porto;240.000;3.0;2.0;106.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
628;Faro (Sé e São Pedro), Faro;250.000;3.0;2.0;83.0;102.0;0.0;;Not available;True;False;False;False;True;45.7
629;Marquês, Porto;374.771;2.0;2.0;93.0;134.0;1.0;3.0;Not available;True;False;True;True;True;47.0
630;Marquês, Porto;375.475;2.0;2.0;97.0;132.0;1.0;2.0;Not available;True;False;True;True;True;47.0
631;Marquês, Porto;364.500;2.0;2.0;93.0;119.0;1.0;2.0;Not available;True;False;True;True;True;47.0
632;Marquês, Porto;645.000;2.0;2.0;163.0;329.0;2.0;0.0;Not available;True;False;True;True;True;47.0
633;Moscavide e Portela, Lisboa;350.000;4.0;2.0;100.0;100.0;0.0;;Not available;True;True;True;True;False;44.8
635;Pinhal Novo, Setúbal;247.500;3.0;2.0;118.0;208.0;2.0;0.0;Energy Performance Certificate;False;False;True;True;False;46.6
637;Águas Livres, Lisboa;160.000;2.0;1.0;72.0;78.0;0.0;;Not available;True;True;True;True;False;44.8
638;Ajuda, Lisboa;379.000;2.0;1.0;60.0;60.0;0.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8
639;Caniço de Baixo, Santa Cruz;380.000;3.0;2.0;115.0;150.0;2.0;2.0;Not available;True;False;False;False;False;43.7
640;Tavira (Santa Maria e Santiago), Faro;260.000;2.0;2.0;86.0;102.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.7
641;Paderne, Faro;138.500;2.0;1.0;86.0;86.0;0.0;;Not available;True;False;False;False;True;45.7
642;Falagueira-Venda Nova, Lisboa;269.900;2.0;1.0;85.0;113.0;0.0;;Not available;True;True;True;True;False;44.8
643;Paços de Ferreira, Porto;250.000;2.0;2.0;106.0;117.0;2.0;1.0;Not available;True;False;True;True;True;47.0
644;São Félix da Marinha, Porto;310.000;3.0;2.0;95.0;115.0;1.0;1.0;Not available;True;False;True;True;True;47.0
645;Marvila - Lisboa, Lisboa;217.500;3.0;2.0;73.0;77.0;0.0;;Not available;True;True;True;True;False;44.8
646;Pedroso e Seixezelo, Porto;249.500;2.0;2.0;110.0;126.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
647;Avanca, Estarreja;173.500;4.0;2.0;169.0;169.0;1.0;0.0;Not available;False;False;False;False;False;48.0
648;Ponta Delgada (São José), Ilha de São Miguel;230.000;3.0;1.0;103.0;103.0;0.0;;Not available;True;False;False;False;False;42.2
649;São Gonçalo de Lagos, Faro;337.500;2.0;2.0;92.0;149.0;2.0;2.0;Not available;True;False;False;False;True;45.7
650;Sines, Setúbal;195.000;2.0;2.0;89.0;89.0;1.0;0.0;Not available;True;False;True;True;False;46.6
651;Costa da Caparica, Almada;268.000;1.0;1.0;43.0;47.0;0.0;;Not available;True;False;True;False;True;46.3
652;Estoril, Cascais;255.000;1.0;1.0;62.0;62.0;1.0;;Not available;True;False;False;False;True;46.9
653;Torres do Restelo, Lisboa;695.000;3.0;3.0;140.0;175.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8
654;Praça Rainha D. Amélia, Porto;178.900;1.0;1.0;36.0;45.0;0.0;;Not available;True;False;True;True;True;47.0
655;Praça Rainha D. Amélia, Porto;162.300;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0
656;Praça Rainha D. Amélia, Porto;165.700;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0
657;Praça Rainha D. Amélia, Porto;158.900;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0
658;Praça Rainha D. Amélia, Porto;197.200;1.0;1.0;34.0;71.0;0.0;;Not available;True;False;True;True;True;47.0
659;Praça Rainha D. Amélia, Porto;572.800;2.0;2.0;162.0;215.0;0.0;;Not available;True;False;True;True;True;47.0
660;Olivais Sul, Lisboa;315.000;3.0;2.0;75.0;75.0;0.0;;Not available;True;True;True;True;False;44.8
661;Gouveia, Guarda;Under Consultation;3.0;3.0;158.0;;0.0;;Not available;True;False;False;False;False;58.1
662;Alvalade, Lisboa;1.390.000;5.0;4.0;284.0;368.0;5.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8
663;São Martinho, Ilha da Madeira;258.000;3.0;2.0;101.0;101.0;1.0;4.0;Not available;True;False;False;False;False;
664;Gulpilhares e Valadares, Porto;235.000;2.0;2.0;101.0;101.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
665;Linda-a-Velha, Oeiras;167.500;3.0;2.0;97.0;108.0;0.0;3.0;Not available;False;False;False;False;False;46.5
666;Av. Novas/ Av. República, Lisboa;587.000;5.0;2.0;127.0;130.0;0.0;;Not available;True;True;True;True;False;44.8
667;Fânzeres - Regadas, Gondomar;225.000;3.0;3.0;106.0;106.0;1.0;4.0;Not available;True;False;True;False;False;47.1
668;Porto, Porto;220.000;3.0;2.0;106.0;106.0;0.0;;Not available;True;False;True;True;True;47.0
669;Algés, Oeiras;255.000;1.0;1.0;50.0;51.0;0.0;;Not available;True;False;False;False;False;46.5
670;Senhora da Hora, Matosinhos;195.000;0.0;2.0;40.0;60.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47.5
671;Malveira, Mafra;295.000;3.0;2.0;152.0;186.0;2.0;;Not available;True;False;False;False;False;43.8
672;Hospital, Santarém;255.000;4.0;2.0;126.0;126.0;0.0;;Not available;True;False;False;False;False;48.3
673;Loures, Loures;420.000;2.0;2.0;100.0;100.0;1.0;7.0;Energy Performance Certificate;False;False;False;False;False;44.6
674;S.Cosme, Gondomar;153.500;1.0;1.0;71.0;95.0;1.0;2.0;Not available;True;False;True;False;False;47.1
675;Costa da Caparica, Setúbal;270.000;1.0;1.0;55.0;55.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;46.6
676;Parque das Nações - Expo Sul, Lisboa;2.800.000;3.0;3.0;184.0;337.0;4.0;16.0;Energy Performance Certificate;False;True;True;True;False;44.8
677;Alfragide, Lisboa;258.000;2.0;1.0;77.0;83.0;1.0;1.0;Not available;True;True;True;True;False;44.8
678;Jardins do Cristo Rei, Loures;885.000;4.0;3.0;145.0;219.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;44.6
679;Boavista, Porto;570.000;5.0;3.0;183.0;188.0;2.0;6.0;Not available;True;False;True;True;True;47.0
680;Forte da Casa, Vila Franca de Xira;269.000;3.0;2.0;94.0;94.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;44.1
681;Leça do Balio, Matosinhos;367.000;4.0;3.0;151.0;151.0;2.0;2.0;Energy Performance Certificate;False;False;True;False;False;47.5
682;Odivelas Centro, Odivelas;210.000;3.0;1.0;80.0;82.0;0.0;3.0;Not available;True;False;False;False;False;43.7
683;Santa Cruz, Ilha da Madeira;205.000;2.0;2.0;;;0.0;;Not available;True;False;False;False;False;43.7
684;Ponta Delgada (São Pedro), Ilha de São Miguel;760.000;3.0;4.0;171.0;171.0;2.0;3.0;Not available;True;False;False;False;False;42.2
685;São Mamede de Infesta e Senhora da Hora, Porto;170.000;2.0;2.0;77.0;92.0;0.0;;Not available;True;False;True;True;True;47.0
686;Grândola e Santa Margarida da Serra, Setúbal;350.000;4.0;2.0;117.0;117.0;0.0;;Not available;True;False;True;True;False;46.6
687;Fânzeres e São Pedro da Cova, Porto;Under Consultation;2.0;1.0;83.0;90.0;0.0;;Not available;True;False;True;True;True;47.0
688;Rinchoa, Sintra;200.000;2.0;1.0;90.0;112.0;0.0;;Not available;True;False;False;False;False;43.7
689;Damaia de Cima, Amadora;220.000;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;True;True;False;44.1
690;Pombal, Leiria;Under Consultation;3.0;3.0;229.0;277.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;46.4
691;Águas Livres, Lisboa;210.000;2.0;1.0;66.0;71.0;0.0;;Not available;True;True;True;True;False;44.8
692;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150.000;3.0;2.0;75.0;75.0;1.0;2.0;Not available;True;False;False;False;False;52.8
693;Ranhados, Viseu;130.000;2.0;1.0;88.0;88.0;0.0;;Not available;True;False;False;False;False;46.9
694;Pombal, Leiria;185.000;2.0;2.0;102.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46.4
695;Venteira, Amadora;189.000;1.0;1.0;45.0;55.0;0.0;;Not available;True;False;True;True;False;44.1
696;Marvila, Lisboa;Sob Consulta;3.0;4.0;473.0;473.0;3.0;4.0;Not available;False;True;True;True;False;44.8
697;Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319.990;3.0;2.0;162.0;162.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44.1
698;Pombal, Leiria;260.000;3.0;2.0;130.0;160.0;2.0;1.0;Not available;False;False;False;False;False;46.4
699;Quelfes, Faro;250.000;2.0;2.0;81.0;95.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;45.7
700;Pombal, Leiria;305.000;3.0;2.0;131.0;157.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46.4
701;Corroios Centro, Seixal;175.000;1.0;1.0;61.0;66.0;0.0;;Not available;True;False;False;False;False;44.9
702;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598.000;3.0;2.0;135.0;171.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8
